,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_G&S_frontomargin_volume,lh_G&S_occipital_inf_volume,lh_G&S_paracentral_volume,lh_G&S_subcentral_volume,lh_G&S_transv_frontopol_volume,lh_G&S_cingul-Ant_volume,lh_G&S_cingul-Mid-Ant_volume,lh_G&S_cingul-Mid-Post_volume,lh_G_cingul-Post-dorsal_volume,lh_G_cingul-Post-ventral_volume,lh_G_cuneus_volume,lh_G_front_inf-Opercular_volume,lh_G_front_inf-Orbital_volume,lh_G_front_inf-Triangul_volume,lh_G_front_middle_volume,lh_G_front_sup_volume,lh_G_Ins_lg&S_cent_ins_volume,lh_G_insular_short_volume,lh_G_occipital_middle_volume,lh_G_occipital_sup_volume,lh_G_oc-temp_lat-fusifor_volume,lh_G_oc-temp_med-Lingual_volume,lh_G_oc-temp_med-Parahip_volume,lh_G_orbital_volume,lh_G_pariet_inf-Angular_volume,lh_G_pariet_inf-Supramar_volume,lh_G_parietal_sup_volume,lh_G_postcentral_volume,lh_G_precentral_volume,lh_G_precuneus_volume,lh_G_rectus_volume,lh_G_subcallosal_volume,lh_G_temp_sup-G_T_transv_volume,lh_G_temp_sup-Lateral_volume,lh_G_temp_sup-Plan_polar_volume,lh_G_temp_sup-Plan_tempo_volume,lh_G_temporal_inf_volume,lh_G_temporal_middle_volume,lh_Lat_Fis-ant-Horizont_volume,lh_Lat_Fis-ant-Vertical_volume,lh_Lat_Fis-post_volume,lh_Pole_occipital_volume,lh_Pole_temporal_volume,lh_S_calcarine_volume,lh_S_central_volume,lh_S_cingul-Marginalis_volume,lh_S_circular_insula_ant_volume,lh_S_circular_insula_inf_volume,lh_S_circular_insula_sup_volume,lh_S_collat_transv_ant_volume,lh_S_collat_transv_post_volume,lh_S_front_inf_volume,lh_S_front_middle_volume,lh_S_front_sup_volume,lh_S_interm_prim-Jensen_volume,lh_S_intrapariet&P_trans_volume,lh_S_oc_middle&Lunatus_volume,lh_S_oc_sup&transversal_volume,lh_S_occipital_ant_volume,lh_S_oc-temp_lat_volume,lh_S_oc-temp_med&Lingual_volume,lh_S_orbital_lateral_volume,lh_S_orbital_med-olfact_volume,lh_S_orbital-H_Shaped_volume,lh_S_parieto_occipital_volume,lh_S_pericallosal_volume,lh_S_postcentral_volume,lh_S_precentral-inf-part_volume,lh_S_precentral-sup-part_volume,lh_S_suborbital_volume,lh_S_subparietal_volume,lh_S_temporal_inf_volume,lh_S_temporal_sup_volume,lh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,lh_G_and_S_frontomargin_volume,lh_G_and_S_occipital_inf_volume,lh_G_and_S_paracentral_volume,lh_G_and_S_subcentral_volume,lh_G_and_S_transv_frontopol_volume,lh_G_and_S_cingul-Ant_volume,lh_G_and_S_cingul-Mid-Ant_volume,lh_G_and_S_cingul-Mid-Post_volume,lh_G_Ins_lg_and_S_cent_ins_volume,lh_S_intrapariet_and_P_trans_volume,lh_S_oc_middle_and_Lunatus_volume,lh_S_oc_sup_and_transversal_volume,lh_S_oc-temp_med_and_Lingual_volume,rh_G&S_frontomargin_volume,rh_G&S_occipital_inf_volume,rh_G&S_paracentral_volume,rh_G&S_subcentral_volume,rh_G&S_transv_frontopol_volume,rh_G&S_cingul-Ant_volume,rh_G&S_cingul-Mid-Ant_volume,rh_G&S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg&S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet&P_trans_volume,rh_S_oc_middle&Lunatus_volume,rh_S_oc_sup&transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med&Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume,BrainSegVolNotVent,eTIV,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_oc-temp_med_and_Lingual_volume
sub-D0085,2242.4,4152.6,1758.2,3697.3,1401.5,320.4,2561.3,4412.5,1808.5,3770.3,1690.9,471.9,1005660.0,997692.0,204065.074281,205003.084841,409068.159122,204782.827785,204535.581519,409318.409304,50519.0,561484.159122,876870.568427,871516.568427,1244234.0,0.779591,0.964535,17.0,18.0,35.0,1289983.672349,2125.0,1989.0,2432.0,2978.0,1556.0,4178.0,2749.0,2349.0,1221.0,659.0,2453.0,2600.0,718.0,1421.0,10283.0,14453.0,988.0,1775.0,3809.0,1964.0,3172.0,4410.0,3173.0,5695.0,5562.0,5991.0,5987.0,3274.0,5332.0,4937.0,1905.0,1141.0,678.0,4099.0,1581.0,1259.0,5411.0,6913.0,431.0,230.0,1168.0,2290.0,5500.0,2350.0,3104.0,1357.0,846.0,2095.0,1988.0,1868.0,581.0,2338.0,1785.0,4468.0,692.0,3665.0,1036.0,1297.0,945.0,888.0,2629.0,621.0,947.0,2128.0,2668.0,1256.0,3768.0,2410.0,1563.0,682.0,1278.0,2563.0,7960.0,355.0,997692.0,1289983.672349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.0,2310.0,2209.0,2613.0,2112.0,4834.0,2622.0,2592.0,1142.0,682.0,2921.0,2687.0,1158.0,2084.0,9869.0,13544.0,1296.0,1658.0,3437.0,2447.0,3141.0,4248.0,2661.0,5813.0,6703.0,5471.0,4859.0,3163.0,5188.0,4660.0,1658.0,440.0,554.0,4382.0,1959.0,1463.0,5905.0,7002.0,364.0,62.0,1484.0,3964.0,4979.0,2319.0,3002.0,1735.0,906.0,1287.0,1493.0,1568.0,444.0,2506.0,2603.0,3609.0,860.0,5115.0,816.0,1610.0,1011.0,1455.0,2664.0,652.0,1096.0,2193.0,3276.0,1191.0,2763.0,2155.0,1853.0,457.0,1428.0,1581.0,7683.0,398.0,997692.0,1289983.672349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0086,3271.1,5375.1,1941.5,4458.9,1917.6,337.3,3027.5,5551.7,2163.7,5206.0,1930.4,570.8,1219184.0,1199172.0,237468.037962,236008.69335,473476.731312,262606.896861,262445.432904,525052.329765,61914.0,643203.731312,1080265.061077,1063647.061077,1474131.0,0.795089,0.961353,34.0,24.0,58.0,1533392.651703,2072.0,2982.0,2472.0,3004.0,1587.0,5060.0,2648.0,2513.0,1927.0,564.0,2770.0,2757.0,1270.0,2773.0,8705.0,16625.0,1770.0,2371.0,4148.0,3039.0,4136.0,4441.0,4329.0,5745.0,6321.0,5290.0,6547.0,4305.0,6096.0,6400.0,2262.0,1306.0,641.0,4907.0,2046.0,1604.0,8345.0,7871.0,535.0,491.0,1024.0,3013.0,5380.0,2059.0,3961.0,2009.0,1155.0,2098.0,2622.0,1864.0,432.0,4124.0,2754.0,4743.0,541.0,4049.0,927.0,2546.0,806.0,1475.0,2834.0,531.0,852.0,2602.0,2751.0,1562.0,4480.0,2591.0,2354.0,709.0,2312.0,2912.0,8816.0,425.0,1199172.0,1533392.651703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,3550.0,2386.0,2471.0,2385.0,5720.0,2500.0,2700.0,2005.0,878.0,2650.0,3251.0,1482.0,2357.0,8195.0,16538.0,1321.0,2702.0,3476.0,2308.0,4538.0,3640.0,5061.0,6123.0,6481.0,6204.0,5511.0,4373.0,5856.0,5203.0,1491.0,757.0,718.0,4422.0,1844.0,1631.0,7719.0,8628.0,480.0,287.0,1860.0,4406.0,5061.0,2231.0,4045.0,1976.0,931.0,2139.0,2617.0,2327.0,601.0,2789.0,4130.0,5357.0,731.0,4278.0,894.0,1788.0,1474.0,1559.0,2663.0,709.0,868.0,2506.0,2397.0,1333.0,4501.0,1895.0,2545.0,393.0,3233.0,1524.0,9568.0,328.0,1199172.0,1533392.651703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0087,3733.8,5217.4,2339.1,4133.5,1748.4,392.0,3683.3,5387.7,2138.7,4329.5,1720.5,503.1,1128531.0,1110443.0,230081.763822,230415.174592,460496.938414,226875.921842,227349.123731,454225.045573,59100.0,628169.938414,991848.983986,977712.983986,1397244.0,0.757708,0.938125,8.0,20.0,28.0,1489400.7878,2401.0,2635.0,2763.0,3061.0,1723.0,4192.0,2276.0,2606.0,1359.0,707.0,2833.0,2821.0,1073.0,1706.0,9753.0,16912.0,1477.0,2158.0,4265.0,1798.0,5256.0,4565.0,4476.0,6222.0,5692.0,6662.0,5747.0,3921.0,5992.0,5736.0,2143.0,1256.0,770.0,6444.0,2241.0,1423.0,6120.0,7939.0,444.0,262.0,1310.0,3047.0,5150.0,2034.0,4244.0,1765.0,859.0,2413.0,2110.0,1731.0,478.0,2557.0,1680.0,4146.0,409.0,4098.0,1376.0,1343.0,1214.0,1640.0,2972.0,353.0,829.0,2828.0,2449.0,1181.0,3918.0,2535.0,1917.0,868.0,1253.0,2791.0,10525.0,583.0,1110443.0,1489400.7878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843.0,2790.0,2564.0,2856.0,2855.0,5048.0,2562.0,2323.0,1493.0,953.0,3435.0,3335.0,1014.0,2042.0,8422.0,15126.0,1427.0,1993.0,5593.0,1966.0,4881.0,4990.0,3886.0,6695.0,8886.0,4714.0,4743.0,3219.0,6324.0,6013.0,1809.0,480.0,644.0,5340.0,2495.0,1863.0,5677.0,8328.0,563.0,445.0,1929.0,4783.0,6075.0,2432.0,3455.0,1544.0,870.0,1974.0,1960.0,1549.0,546.0,2736.0,2765.0,3787.0,478.0,4526.0,1083.0,1292.0,1219.0,1579.0,2390.0,537.0,911.0,2888.0,2773.0,1254.0,3075.0,2512.0,1467.0,225.0,2506.0,1752.0,10279.0,419.0,1110443.0,1489400.7878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0088,2911.2,4911.2,2119.8,4137.4,1701.7,456.2,2923.2,5592.4,1956.7,4661.6,1857.5,521.3,1161876.0,1150382.0,236995.348977,238074.260971,475069.609947,241614.1621,246705.042642,488319.204742,58877.0,634851.609947,1034430.81469,1025614.81469,1428018.0,0.769115,0.94529,11.0,24.0,35.0,1510666.20746,2045.0,2675.0,2947.0,3378.0,1632.0,3689.0,2130.0,2757.0,1683.0,689.0,2257.0,2722.0,748.0,3372.0,10040.0,19687.0,1362.0,2330.0,4307.0,2863.0,4356.0,4110.0,3632.0,6043.0,6247.0,6566.0,5523.0,4361.0,6672.0,5784.0,2295.0,1809.0,945.0,4148.0,1798.0,1762.0,8125.0,8242.0,409.0,623.0,1433.0,2770.0,5036.0,2269.0,3813.0,1581.0,741.0,2285.0,2745.0,1991.0,545.0,3052.0,1551.0,5417.0,658.0,3623.0,1053.0,1826.0,928.0,1557.0,3239.0,480.0,931.0,2453.0,2911.0,1119.0,3547.0,3028.0,2987.0,1480.0,1842.0,2952.0,8761.0,388.0,1150382.0,1510666.20746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.0,2596.0,2246.0,2845.0,2418.0,5662.0,2954.0,2961.0,1489.0,786.0,3016.0,2963.0,1238.0,1852.0,11937.0,18473.0,1719.0,2281.0,4795.0,2068.0,5254.0,3790.0,3731.0,6161.0,5872.0,6699.0,5206.0,3180.0,6457.0,4790.0,1896.0,735.0,736.0,4887.0,2737.0,1770.0,6935.0,8827.0,525.0,370.0,1849.0,4492.0,6603.0,2352.0,3490.0,1938.0,895.0,1744.0,2127.0,2076.0,639.0,2535.0,3023.0,4714.0,679.0,4978.0,1037.0,1667.0,1008.0,2060.0,3172.0,444.0,1122.0,2150.0,2699.0,933.0,3398.0,2618.0,2674.0,533.0,1680.0,2059.0,8669.0,397.0,1150382.0,1510666.20746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0089,3365.4,5576.9,2149.4,4329.6,1891.6,377.4,3514.2,5703.3,2157.1,4861.5,1964.1,465.0,1250678.0,1228674.0,252709.442288,247300.892023,500010.334311,262909.791175,258718.428821,521628.219996,61988.0,676316.334311,1104729.554308,1086683.554308,1548628.0,0.756842,0.937145,28.0,29.0,57.0,1652494.939842,1845.0,3447.0,2262.0,3381.0,1851.0,3747.0,1756.0,2593.0,2101.0,852.0,2705.0,3697.0,1143.0,3115.0,11024.0,18705.0,1649.0,2764.0,4817.0,2678.0,5090.0,5174.0,3399.0,6346.0,6915.0,6972.0,6648.0,4038.0,6236.0,6156.0,2452.0,1440.0,1064.0,6573.0,2194.0,2587.0,9069.0,8190.0,462.0,529.0,1399.0,3476.0,6145.0,2547.0,4035.0,1508.0,876.0,2394.0,2479.0,1645.0,475.0,4005.0,2328.0,4165.0,1249.0,4639.0,1381.0,1450.0,506.0,1699.0,3578.0,572.0,1157.0,2714.0,2651.0,1332.0,4773.0,2444.0,1925.0,1889.0,2120.0,3017.0,9213.0,366.0,1228674.0,1652494.939842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708.0,2644.0,2208.0,2996.0,2699.0,5771.0,2326.0,2574.0,1596.0,736.0,2999.0,3502.0,1109.0,2202.0,9916.0,16131.0,1619.0,2431.0,6343.0,2433.0,6729.0,4916.0,3379.0,7004.0,5912.0,5557.0,4893.0,3797.0,5859.0,5925.0,1752.0,1080.0,1089.0,5118.0,1928.0,1989.0,8213.0,8561.0,365.0,213.0,2029.0,4522.0,6482.0,2460.0,3696.0,1652.0,1045.0,2352.0,2661.0,1624.0,783.0,2980.0,3966.0,4956.0,398.0,5973.0,1280.0,1947.0,1055.0,2289.0,3250.0,652.0,1200.0,2658.0,3462.0,1199.0,3378.0,1928.0,2206.0,297.0,2832.0,2078.0,10161.0,290.0,1228674.0,1652494.939842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0090,3305.8,4383.6,1998.3,4199.6,1523.0,526.4,3352.0,4901.4,2017.8,4444.6,1875.7,595.2,1144675.0,1125625.0,236957.058379,240234.756895,477191.815274,224120.051086,227970.43064,452090.481727,57460.0,644303.815274,1005861.297001,990407.297001,1404957.0,0.820293,1.006815,17.0,31.0,48.0,1395446.452284,2198.0,2356.0,2985.0,3174.0,1700.0,4695.0,1800.0,2247.0,1396.0,669.0,2631.0,3270.0,1144.0,3280.0,8890.0,19065.0,1329.0,2668.0,3831.0,2260.0,3341.0,4217.0,3655.0,6807.0,5334.0,6808.0,6956.0,3774.0,6843.0,7094.0,1941.0,1251.0,935.0,6000.0,2312.0,1882.0,7759.0,8441.0,422.0,584.0,1416.0,2357.0,5782.0,2428.0,4033.0,1689.0,873.0,2686.0,2138.0,2110.0,401.0,3464.0,2022.0,5689.0,453.0,4892.0,945.0,1586.0,857.0,1046.0,2768.0,497.0,883.0,2723.0,2701.0,1200.0,4009.0,2561.0,2233.0,1083.0,1586.0,2413.0,8607.0,588.0,1125625.0,1395446.452284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,2729.0,2108.0,3532.0,2537.0,5210.0,2398.0,2741.0,1413.0,722.0,3687.0,3372.0,1084.0,1699.0,8148.0,16910.0,1873.0,2266.0,4666.0,2432.0,3213.0,5200.0,4385.0,7419.0,6570.0,6324.0,6604.0,3936.0,7114.0,6301.0,2044.0,911.0,1107.0,5253.0,2628.0,1748.0,7771.0,6889.0,444.0,454.0,1899.0,4956.0,6221.0,3063.0,3698.0,2016.0,1134.0,2038.0,2368.0,2297.0,544.0,3049.0,2881.0,3936.0,495.0,4422.0,640.0,1732.0,903.0,1469.0,3223.0,657.0,1010.0,2519.0,2570.0,1452.0,3275.0,3384.0,2832.0,343.0,1997.0,1669.0,8824.0,314.0,1125625.0,1395446.452284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0092,3317.8,5183.4,2216.0,4197.9,1610.7,370.4,3200.8,5211.0,2084.7,4335.5,1932.8,447.7,1151882.0,1139613.0,230348.907485,232474.003775,462822.91126,240148.417377,239935.156436,480083.573813,59172.0,629932.91126,1014227.485073,1005434.485073,1363794.0,0.75412,0.892855,24.0,25.0,49.0,1527452.306909,2048.0,3107.0,2594.0,3706.0,1333.0,4914.0,3040.0,3135.0,1875.0,580.0,2581.0,3200.0,1138.0,3111.0,8270.0,14600.0,1847.0,2752.0,5193.0,2377.0,3734.0,3572.0,4340.0,5599.0,5709.0,6368.0,4594.0,3818.0,6014.0,5380.0,2023.0,1062.0,896.0,6222.0,2044.0,1856.0,8380.0,6626.0,531.0,483.0,1507.0,2742.0,5582.0,1874.0,4016.0,1782.0,933.0,2495.0,2715.0,1725.0,531.0,4288.0,1773.0,4266.0,456.0,3623.0,1505.0,1434.0,920.0,1286.0,3538.0,392.0,883.0,2386.0,2655.0,1524.0,3931.0,2278.0,1949.0,1744.0,2113.0,2567.0,8637.0,356.0,1139613.0,1527452.306909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,2260.0,2224.0,3604.0,1927.0,5672.0,2391.0,2863.0,1670.0,703.0,2873.0,3168.0,815.0,2428.0,8107.0,16581.0,1638.0,2619.0,4809.0,2259.0,4732.0,3511.0,3840.0,6713.0,6416.0,4997.0,4289.0,3792.0,6516.0,5664.0,2026.0,1033.0,863.0,5668.0,2271.0,1943.0,5644.0,8320.0,549.0,380.0,1989.0,4557.0,5984.0,2131.0,3907.0,1668.0,1014.0,2105.0,2257.0,1677.0,362.0,2406.0,3173.0,3771.0,530.0,3864.0,964.0,2328.0,955.0,1316.0,3188.0,485.0,1166.0,2268.0,3482.0,1305.0,3250.0,2716.0,2288.0,700.0,2182.0,2596.0,10723.0,352.0,1139613.0,1527452.306909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0094,3329.4,4291.4,1750.1,3737.0,1631.0,283.8,3573.8,4439.6,1791.7,3888.2,1556.7,395.4,1080183.0,1068054.0,245704.057526,244199.1626,489903.220126,196751.3904,196164.644827,392916.035226,52205.0,648997.220126,948228.255352,939439.255352,1337029.0,0.763064,0.944506,36.0,40.0,76.0,1415586.165356,2517.0,3646.0,2923.0,3477.0,2072.0,4309.0,2605.0,2814.0,1644.0,800.0,2744.0,3895.0,1037.0,3262.0,10978.0,18571.0,1687.0,2386.0,5430.0,2387.0,5738.0,4648.0,3444.0,5781.0,5876.0,7704.0,5352.0,3838.0,6218.0,5799.0,1482.0,1227.0,1022.0,5200.0,2122.0,1769.0,5740.0,8586.0,465.0,659.0,1437.0,2920.0,6685.0,2313.0,3863.0,1698.0,805.0,2813.0,2707.0,1962.0,802.0,3609.0,2296.0,5500.0,348.0,3008.0,1345.0,2237.0,778.0,1305.0,3371.0,534.0,912.0,2739.0,2623.0,1798.0,4072.0,2509.0,2123.0,959.0,1058.0,3497.0,10015.0,500.0,1068054.0,1415586.165356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2165.0,3090.0,2023.0,3509.0,3080.0,5579.0,2786.0,3179.0,1701.0,932.0,2936.0,3431.0,1432.0,2214.0,9412.0,18163.0,1528.0,2686.0,6663.0,2955.0,3834.0,4047.0,3413.0,6994.0,7777.0,6491.0,5072.0,3171.0,5822.0,5447.0,1641.0,627.0,713.0,5089.0,1831.0,1865.0,6085.0,9626.0,588.0,531.0,1819.0,4767.0,7528.0,2623.0,2628.0,1820.0,1130.0,1918.0,2551.0,1920.0,733.0,2769.0,4525.0,6404.0,517.0,4262.0,1087.0,2135.0,1150.0,1769.0,2869.0,546.0,1036.0,2777.0,3165.0,1441.0,2828.0,1984.0,1843.0,371.0,1870.0,1999.0,9372.0,327.0,1068054.0,1415586.165356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-D0095,2974.7,4841.9,2097.5,4408.5,1383.5,350.8,2919.5,4856.9,2154.9,4383.1,1344.1,409.1,1108336.0,1096080.0,210931.059391,206674.131408,417605.190799,246859.309615,244536.843394,491396.153009,57994.0,574060.190799,978539.343807,970126.343807,1347780.0,0.775766,0.943362,19.0,21.0,40.0,1428699.232661,2302.0,2123.0,2650.0,2218.0,1840.0,4422.0,2211.0,2274.0,1349.0,574.0,2534.0,2642.0,1002.0,2416.0,8765.0,14626.0,1379.0,1723.0,4343.0,1469.0,4408.0,4618.0,3863.0,4692.0,6386.0,5808.0,6094.0,2903.0,5862.0,5292.0,1983.0,1115.0,753.0,4740.0,1445.0,1119.0,6904.0,4841.0,325.0,397.0,1313.0,2265.0,4720.0,2828.0,3841.0,1633.0,698.0,2209.0,2150.0,1779.0,460.0,2398.0,2517.0,4752.0,343.0,3981.0,689.0,1913.0,1370.0,1397.0,2882.0,547.0,759.0,2370.0,2783.0,673.0,3679.0,2258.0,1623.0,666.0,2028.0,1854.0,8587.0,413.0,1096080.0,1428699.232661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0,1860.0,1962.0,2247.0,2297.0,4834.0,2441.0,2568.0,1678.0,672.0,2474.0,3014.0,882.0,2739.0,6135.0,13429.0,1127.0,1663.0,3546.0,2098.0,3142.0,4447.0,3420.0,5822.0,7486.0,4724.0,4834.0,2402.0,6012.0,4907.0,1885.0,666.0,523.0,3818.0,2415.0,1120.0,6780.0,6541.0,415.0,423.0,1485.0,4134.0,5385.0,2423.0,3066.0,1654.0,829.0,1544.0,1878.0,2381.0,344.0,2912.0,3635.0,4325.0,585.0,4801.0,631.0,1406.0,876.0,1621.0,2392.0,561.0,1140.0,2544.0,2644.0,1199.0,2849.0,2367.0,1953.0,420.0,2451.0,1913.0,8218.0,224.0,1096080.0,1428699.232661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sub-DRSH0001,4001.3,5831.5,2334.4,4449.2,1656.5,528.2,4101.7,5913.8,2319.3,4323.8,1982.7,704.9,1271779.0,1244446.0,260110.681439,254695.106847,514805.788286,272985.66101,266179.69447,539165.35548,65444.0,673862.788286,1145068.143765,1123224.143765,1880584.0,0.71787,1.061517,26.0,16.0,42.0,1771599.6312,2708.0,3522.0,3196.0,3853.0,1801.0,5171.0,2748.0,2618.0,1720.0,441.0,2724.0,3316.0,1165.0,2762.0,9591.0,14535.0,1686.0,2977.0,5487.0,2125.0,6449.0,4620.0,3001.0,6733.0,6503.0,7594.0,7878.0,4153.0,7074.0,8091.0,2749.0,1007.0,1079.0,5974.0,2667.0,1797.0,9436.0,8812.0,437.0,402.0,1623.0,3253.0,5827.0,2327.0,4204.0,2038.0,787.0,2254.0,3057.0,1971.0,897.0,4640.0,1703.0,4523.0,678.0,5157.0,1241.0,1774.0,936.0,2040.0,3829.0,532.0,1285.0,2759.0,3398.0,1216.0,4327.0,3290.0,2632.0,1312.0,1696.0,3021.0,10023.0,483.0,1244446.0,1771599.6312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.0,2784.0,2678.0,3193.0,2819.0,5004.0,2615.0,2922.0,1793.0,713.0,2446.0,3319.0,1111.0,3861.0,9485.0,18761.0,1768.0,2547.0,4967.0,2004.0,5925.0,4186.0,3029.0,6516.0,5673.0,7347.0,4888.0,4542.0,7602.0,6486.0,1858.0,1008.0,837.0,5439.0,2770.0,1976.0,7555.0,9422.0,489.0,571.0,2280.0,4127.0,5611.0,1706.0,4122.0,2150.0,878.0,1932.0,2666.0,2095.0,746.0,3053.0,2736.0,4731.0,496.0,4109.0,809.0,1724.0,1820.0,2424.0,3991.0,539.0,1127.0,2710.0,3798.0,1458.0,4290.0,2211.0,3341.0,462.0,2145.0,2060.0,11238.0,478.0,1244446.0,1771599.6312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
