,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,BrainSegVol,BrainSegVolNotVent,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,MaskVol,BrainSegVol-to-eTIV,MaskVol-to-eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,lh_bankssts_volume,lh_caudalanteriorcingulate_volume,lh_caudalmiddlefrontal_volume,lh_cuneus_volume,lh_entorhinal_volume,lh_fusiform_volume,lh_inferiorparietal_volume,lh_inferiortemporal_volume,lh_isthmuscingulate_volume,lh_lateraloccipital_volume,lh_lateralorbitofrontal_volume,lh_lingual_volume,lh_medialorbitofrontal_volume,lh_middletemporal_volume,lh_parahippocampal_volume,lh_paracentral_volume,lh_parsopercularis_volume,lh_parsorbitalis_volume,lh_parstriangularis_volume,lh_pericalcarine_volume,lh_postcentral_volume,lh_posteriorcingulate_volume,lh_precentral_volume,lh_precuneus_volume,lh_rostralanteriorcingulate_volume,lh_rostralmiddlefrontal_volume,lh_superiorfrontal_volume,lh_superiorparietal_volume,lh_superiortemporal_volume,lh_supramarginal_volume,lh_frontalpole_volume,lh_temporalpole_volume,lh_transversetemporal_volume,lh_insula_volume,BrainSegVolNotVent,eTIV,rh_bankssts_volume,rh_caudalanteriorcingulate_volume,rh_caudalmiddlefrontal_volume,rh_cuneus_volume,rh_entorhinal_volume,rh_fusiform_volume,rh_inferiorparietal_volume,rh_inferiortemporal_volume,rh_isthmuscingulate_volume,rh_lateraloccipital_volume,rh_lateralorbitofrontal_volume,rh_lingual_volume,rh_medialorbitofrontal_volume,rh_middletemporal_volume,rh_parahippocampal_volume,rh_paracentral_volume,rh_parsopercularis_volume,rh_parsorbitalis_volume,rh_parstriangularis_volume,rh_pericalcarine_volume,rh_postcentral_volume,rh_posteriorcingulate_volume,rh_precentral_volume,rh_precuneus_volume,rh_rostralanteriorcingulate_volume,rh_rostralmiddlefrontal_volume,rh_superiorfrontal_volume,rh_superiorparietal_volume,rh_superiortemporal_volume,rh_supramarginal_volume,rh_frontalpole_volume,rh_temporalpole_volume,rh_transversetemporal_volume,rh_insula_volume,BrainSegVolNotVent,eTIV
sub-D0041,2944.6,4061.1,1668.5,3583.8,1681.2,291.1,2920.9,4262.0,1726.3,3837.3,1612.3,384.4,1081604.0,1059380.0,232161.165258,233151.039097,465312.204355,208622.196517,210443.467797,419065.664313,49075.0,615067.204355,955443.868668,937640.868668,1333691.0,0.833233,1.027433,54.0,38.0,92.0,1298080.706021,1618.0,2419.0,6049.0,3556.0,2487.0,8883.0,10502.0,12439.0,2766.0,11750.0,6855.0,7146.0,5203.0,11137.0,2196.0,3222.0,3727.0,2483.0,3293.0,2371.0,9124.0,3872.0,12971.0,10164.0,2822.0,15145.0,24967.0,12089.0,12521.0,8996.0,1240.0,2260.0,1034.0,5989.0,1059380.0,1298080.706021,1917.0,2805.0,4943.0,3884.0,1821.0,6949.0,13886.0,11697.0,2643.0,11525.0,6951.0,7993.0,5620.0,12715.0,1651.0,3598.0,3946.0,2411.0,3892.0,2950.0,9330.0,3728.0,13168.0,10396.0,2246.0,18039.0,21278.0,11423.0,11333.0,8691.0,1231.0,2534.0,658.0,6807.0,1059380.0,1298080.706021
sub-D0042,2916.3,4098.0,1608.5,3677.6,1748.2,241.2,2832.4,4229.1,1744.1,3788.4,1911.8,323.8,979220.0,963596.0,210884.94145,211939.404696,422824.346146,185575.71704,188116.150926,373691.867966,48993.0,560579.346146,861102.214113,848720.214113,1231436.0,0.756087,0.950831,31.0,21.0,52.0,1295115.759637,2164.0,1135.0,4883.0,2475.0,1573.0,8377.0,11028.0,11102.0,2183.0,10632.0,6547.0,5417.0,4187.0,10853.0,1780.0,3255.0,4664.0,2208.0,3509.0,1611.0,7922.0,2590.0,12277.0,8433.0,2002.0,13681.0,20246.0,10605.0,11118.0,11730.0,1157.0,2559.0,1134.0,6530.0,963596.0,1295115.759637,1712.0,2088.0,4377.0,3044.0,1540.0,7555.0,13922.0,9499.0,2288.0,11585.0,6823.0,6233.0,5065.0,11373.0,1902.0,3413.0,3578.0,2859.0,4203.0,1804.0,8463.0,2999.0,12187.0,9145.0,1804.0,11575.0,19077.0,10418.0,10659.0,10689.0,897.0,2631.0,1055.0,6661.0,963596.0,1295115.759637
sub-D0043,2932.3,4671.1,1728.8,3711.7,1271.3,449.6,2972.4,4831.7,1669.4,4138.4,1719.0,442.6,1005348.0,996931.0,208165.611342,210543.978706,418709.590049,194012.744982,196903.087271,390915.832253,51375.0,577963.590049,869632.422302,863551.422302,1241072.0,0.7711,0.9519,8.0,13.0,21.0,1303783.819165,2459.0,1205.0,6126.0,2821.0,1668.0,8443.0,9557.0,8778.0,2807.0,9629.0,6307.0,6333.0,4786.0,10478.0,2118.0,3145.0,4387.0,1758.0,2922.0,1823.0,8564.0,2399.0,12153.0,8961.0,1779.0,13062.0,20686.0,11498.0,11530.0,9393.0,1009.0,2442.0,1024.0,6087.0,996931.0,1303783.819165,2277.0,1810.0,6383.0,3135.0,1498.0,8024.0,11699.0,9916.0,2140.0,10215.0,6055.0,6483.0,4764.0,10970.0,1973.0,3557.0,4001.0,2567.0,4237.0,2249.0,8504.0,2833.0,13377.0,9482.0,2122.0,12345.0,17714.0,10939.0,10942.0,8198.0,1006.0,2511.0,840.0,7019.0,996931.0,1303783.819165
sub-D0046,2813.2,4575.0,1851.4,3517.7,1344.4,322.5,2905.7,4586.3,1721.9,3873.2,1532.1,409.3,1085048.0,1049054.0,218959.632258,218240.287755,437199.920013,221655.971061,220916.877913,442572.848974,52036.0,578168.920013,967414.768987,935412.768987,1370661.0,0.731084,0.923524,30.0,23.0,53.0,1484164.071402,1775.0,1300.0,6097.0,2687.0,1567.0,8934.0,11410.0,9501.0,2175.0,11710.0,7287.0,6803.0,4742.0,10188.0,1588.0,3443.0,4280.0,2067.0,2851.0,2248.0,8696.0,2491.0,12312.0,10548.0,2500.0,12994.0,22255.0,12702.0,10666.0,11110.0,857.0,2341.0,875.0,6549.0,1049054.0,1484164.071402,1498.0,1544.0,5190.0,3478.0,1679.0,8507.0,11185.0,10374.0,2406.0,12556.0,7085.0,7737.0,4756.0,10817.0,1479.0,3959.0,4268.0,2152.0,3523.0,3134.0,8238.0,2577.0,12170.0,10146.0,2053.0,13604.0,19650.0,12246.0,9841.0,9632.0,1294.0,2313.0,794.0,7164.0,1049054.0,1484164.071402
sub-D0048,3230.2,4619.4,2127.5,3972.3,1814.6,539.5,3282.5,4747.4,2207.8,4467.1,1883.9,615.3,1231357.0,1216792.0,240621.345776,241681.418117,482302.763893,268153.731653,266433.133775,534586.865428,57358.0,650372.763893,1088192.629321,1077363.629321,1501297.0,0.760604,0.927345,16.0,25.0,41.0,1618919.622093,2907.0,1602.0,6971.0,2236.0,2468.0,10138.0,14728.0,13730.0,2111.0,11337.0,6831.0,5339.0,5728.0,13092.0,1891.0,3652.0,4596.0,2225.0,3442.0,1296.0,9578.0,3175.0,12573.0,10315.0,2569.0,13637.0,22436.0,14469.0,12283.0,12410.0,1037.0,2632.0,1014.0,6845.0,1216792.0,1618919.622093,2895.0,2547.0,5547.0,2697.0,2188.0,11727.0,15281.0,11464.0,2224.0,13111.0,7545.0,6592.0,4901.0,12921.0,1627.0,3221.0,4424.0,2606.0,5171.0,1946.0,6990.0,3364.0,9359.0,9572.0,2581.0,24312.0,26138.0,9186.0,11139.0,7563.0,998.0,3120.0,826.0,6507.0,1216792.0,1618919.622093
sub-D0050,3128.7,4276.7,1750.7,3595.3,1715.2,330.8,3115.7,4368.0,1805.1,4125.4,1743.0,480.7,1000894.0,981496.0,199620.415159,198274.374785,397894.789944,196925.637693,199747.750019,396673.387713,52705.0,555583.789944,865928.177656,849997.177656,1251503.0,0.742489,0.928397,18.0,27.0,45.0,1348025.843823,2225.0,1623.0,5577.0,2553.0,1550.0,9434.0,10614.0,8873.0,2169.0,8844.0,5945.0,5352.0,5009.0,9617.0,1641.0,3668.0,3016.0,1504.0,2581.0,1487.0,7970.0,2333.0,12439.0,8985.0,2544.0,11348.0,18522.0,12379.0,9905.0,10194.0,897.0,1849.0,908.0,6448.0,981496.0,1348025.843823,2148.0,1748.0,5558.0,2706.0,1666.0,8790.0,11977.0,8261.0,2059.0,10348.0,6343.0,5987.0,4743.0,10338.0,1618.0,3924.0,3196.0,1874.0,3315.0,1602.0,7936.0,3591.0,10879.0,8288.0,1751.0,11815.0,17034.0,10921.0,9589.0,8683.0,953.0,2152.0,684.0,6083.0,981496.0,1348025.843823
sub-D0052,3704.1,5243.2,1867.4,4120.3,1428.0,462.2,3817.6,5430.1,1915.5,4387.5,1615.9,551.1,1117790.0,1101650.0,228470.206885,227824.112645,456294.31953,228129.81902,228715.053828,456844.872847,57165.0,618553.31953,985120.192377,972402.192377,1385211.0,0.773209,0.958192,13.0,14.0,27.0,1445650.863349,2185.0,1635.0,6631.0,2789.0,2313.0,10223.0,11565.0,12691.0,2329.0,10449.0,7126.0,7321.0,4986.0,11174.0,2272.0,3904.0,4134.0,2220.0,2927.0,2201.0,8653.0,2905.0,14380.0,8311.0,2462.0,14540.0,23046.0,10927.0,11267.0,10223.0,791.0,2388.0,1045.0,6622.0,1101650.0,1445650.863349,2011.0,2050.0,6950.0,3365.0,1811.0,8810.0,11377.0,12853.0,2079.0,10215.0,7889.0,6267.0,5445.0,12289.0,1829.0,3469.0,3600.0,2573.0,3294.0,2435.0,9065.0,2996.0,13728.0,8623.0,1988.0,15643.0,20774.0,11120.0,11160.0,10267.0,1162.0,2692.0,990.0,7061.0,1101650.0,1445650.863349
sub-D0054,4003.9,4951.7,1837.7,4140.3,1758.0,496.0,4046.6,5101.1,1808.7,4324.5,1793.8,589.4,1131929.0,1120183.0,226222.940696,230540.985282,456763.925978,234672.589651,237582.028168,472254.617818,57618.0,618824.925978,998631.543796,990422.543796,1324837.0,0.787833,0.922099,15.0,19.0,34.0,1436762.372279,2323.0,1314.0,5091.0,2690.0,1989.0,8573.0,12204.0,10702.0,2797.0,10518.0,7114.0,5337.0,5098.0,10377.0,2014.0,4122.0,5394.0,2305.0,3761.0,2442.0,9119.0,3574.0,14574.0,9463.0,3151.0,13595.0,18177.0,12085.0,12635.0,12349.0,816.0,2169.0,1310.0,7436.0,1120183.0,1436762.372279,2177.0,2018.0,5874.0,3002.0,1962.0,8209.0,13129.0,10450.0,2371.0,10740.0,7254.0,6539.0,5575.0,12546.0,2085.0,4046.0,4080.0,2703.0,4678.0,2495.0,9860.0,3182.0,14021.0,10744.0,1928.0,14781.0,18947.0,12623.0,11675.0,10387.0,614.0,2575.0,1142.0,7229.0,1120183.0,1436762.372279
sub-D0055,3636.5,5813.4,2544.5,4530.5,1769.4,361.2,3791.5,6016.6,2753.8,4843.9,1708.4,524.5,1244281.0,1225380.0,234456.896102,233570.962504,468027.858606,274579.230871,276949.714631,551528.945502,64325.0,637632.858606,1103427.804108,1087770.804108,1460555.0,0.777097,0.912168,24.0,17.0,41.0,1601191.600545,2344.0,2297.0,5659.0,2597.0,2637.0,9061.0,15073.0,12747.0,3012.0,11880.0,7493.0,5678.0,5487.0,12229.0,1907.0,3078.0,3457.0,2375.0,3649.0,1482.0,9872.0,3123.0,13461.0,10497.0,2464.0,15007.0,18659.0,13990.0,12897.0,9838.0,663.0,2590.0,1121.0,7281.0,1225380.0,1601191.600545,2048.0,1299.0,5567.0,2550.0,2440.0,10345.0,16868.0,12225.0,2872.0,12843.0,7832.0,6287.0,6233.0,11965.0,1958.0,3738.0,3207.0,2946.0,3458.0,1690.0,9354.0,3015.0,12225.0,10826.0,1357.0,13572.0,19615.0,13255.0,11729.0,9709.0,715.0,2617.0,858.0,7196.0,1225380.0,1601191.600545
sub-D0056,3062.8,5336.9,1967.1,3831.2,1566.9,280.7,3061.0,5383.3,2000.9,3800.5,1575.2,403.3,1006883.0,992177.0,211887.38218,212937.74781,424825.12999,199758.386884,199962.009587,399720.396471,54490.0,562826.12999,893612.526461,882202.526461,1225666.0,0.789051,0.960502,17.0,11.0,28.0,1276068.726082,2120.0,1412.0,5784.0,2295.0,2647.0,8358.0,12633.0,11985.0,2018.0,8785.0,6273.0,4007.0,4779.0,10141.0,2179.0,3074.0,4359.0,2123.0,3940.0,1438.0,8377.0,2952.0,12288.0,8249.0,2239.0,14031.0,19828.0,11968.0,10695.0,11255.0,888.0,2150.0,927.0,6155.0,992177.0,1276068.726082,2099.0,1298.0,5476.0,2381.0,2387.0,8594.0,13615.0,10195.0,2209.0,8845.0,6744.0,4671.0,4614.0,10911.0,1835.0,3730.0,3121.0,2270.0,3819.0,1510.0,7937.0,2239.0,13268.0,9394.0,1506.0,13430.0,20237.0,12634.0,10685.0,11743.0,1214.0,2198.0,791.0,6292.0,992177.0,1276068.726082
sub-D0057,3418.5,4555.4,1953.3,4274.1,1584.2,311.8,3429.1,4799.4,1897.8,4307.8,1517.6,379.8,997543.0,983367.0,201531.42445,200529.306727,402060.731177,200269.46141,199609.278403,399878.739813,53894.0,553446.731177,869642.47099,858846.47099,1256855.0,0.75414,0.950179,17.0,18.0,35.0,1322755.452086,2396.0,1382.0,4656.0,2216.0,2089.0,8899.0,10355.0,10260.0,2349.0,8223.0,6787.0,5602.0,5241.0,9355.0,2114.0,3130.0,4579.0,2226.0,3499.0,1670.0,7833.0,2624.0,11638.0,8739.0,2089.0,13132.0,17886.0,10924.0,10271.0,9395.0,955.0,2141.0,862.0,6016.0,983367.0,1322755.452086,1443.0,1901.0,5057.0,2643.0,2078.0,8661.0,13117.0,9881.0,2317.0,9024.0,6746.0,5867.0,5382.0,10107.0,1978.0,3750.0,3787.0,2217.0,3654.0,1560.0,7275.0,2942.0,11381.0,9413.0,1465.0,12081.0,17433.0,10370.0,9332.0,8314.0,990.0,2105.0,751.0,6331.0,983367.0,1322755.452086
sub-D0058,2985.8,5281.4,2095.2,4546.6,2024.1,395.3,3070.1,5402.5,2207.7,4675.6,2167.6,515.5,1254168.0,1242151.0,256538.454043,260509.780807,517048.234851,258043.270915,259195.479928,517238.750844,60516.0,696160.234851,1106549.985694,1098150.985694,1538574.0,0.75818,0.930111,21.0,14.0,35.0,1654183.208412,2858.0,1498.0,5032.0,3209.0,2330.0,10930.0,12577.0,14377.0,3937.0,16910.0,8819.0,6322.0,5733.0,11538.0,1926.0,3605.0,5241.0,2615.0,3921.0,1690.0,9983.0,2724.0,15971.0,10201.0,2198.0,15539.0,23750.0,12041.0,14548.0,10507.0,1189.0,3143.0,1521.0,8744.0,1242151.0,1654183.208412,2311.0,1734.0,4791.0,3724.0,2016.0,12383.0,16695.0,13838.0,2446.0,15569.0,8832.0,5731.0,5911.0,11742.0,2026.0,5063.0,4558.0,3089.0,4705.0,2006.0,9412.0,3382.0,16146.0,11265.0,2517.0,14236.0,24700.0,14577.0,12226.0,10550.0,1205.0,2867.0,927.0,8069.0,1242151.0,1654183.208412
sub-D0059,3928.5,5564.3,2375.7,3929.7,1801.4,471.9,3928.2,5633.5,2287.8,4751.6,2023.7,618.8,1339910.0,1308223.0,265778.549375,268759.254072,534537.803447,281047.12194,280764.582869,561811.704809,65633.0,714730.803447,1193895.508256,1166035.508256,1623294.0,0.767901,0.930308,56.0,51.0,107.0,1744900.184554,3374.0,1329.0,8574.0,2575.0,1936.0,11104.0,13220.0,12553.0,2776.0,12626.0,7854.0,7063.0,6668.0,11589.0,2170.0,4627.0,4996.0,2146.0,3648.0,1769.0,11526.0,3199.0,17008.0,11033.0,2462.0,16945.0,27787.0,15745.0,13821.0,13209.0,862.0,2470.0,1242.0,7085.0,1308223.0,1744900.184554,2493.0,2173.0,8697.0,3190.0,2319.0,9477.0,15850.0,12763.0,3657.0,11738.0,7379.0,7512.0,5773.0,12293.0,2336.0,4584.0,5164.0,3153.0,4438.0,2490.0,12283.0,3185.0,17542.0,12207.0,1989.0,16815.0,24966.0,15561.0,13541.0,12280.0,1016.0,2884.0,869.0,7666.0,1308223.0,1744900.184554
sub-D0060,3201.3,4180.2,1707.3,3553.1,1435.0,353.0,3351.4,4536.0,1925.1,3506.1,1395.4,488.4,1054361.0,1038611.0,230178.278525,226308.735786,456487.014311,202774.66132,199950.083523,402724.744843,52623.0,608261.014311,927228.759154,915043.759154,1322247.0,0.758928,0.951752,26.0,43.0,69.0,1389276.555454,2493.0,1432.0,5535.0,2527.0,1877.0,8158.0,13050.0,9422.0,2213.0,11154.0,7069.0,5074.0,4784.0,11327.0,1647.0,3288.0,5340.0,1965.0,4259.0,2215.0,9721.0,2983.0,14362.0,9367.0,2848.0,15686.0,23514.0,11809.0,12621.0,10759.0,922.0,2684.0,1113.0,7765.0,1038611.0,1389276.555454,1767.0,1796.0,6261.0,2574.0,2105.0,8602.0,14506.0,9582.0,2234.0,10433.0,7166.0,6515.0,5487.0,11372.0,1618.0,4116.0,5190.0,2489.0,4084.0,2226.0,8823.0,2779.0,13368.0,9283.0,2254.0,12857.0,22791.0,11906.0,11987.0,9079.0,1554.0,2359.0,819.0,7011.0,1038611.0,1389276.555454
sub-D0061,3817.9,4955.1,2633.3,4332.8,1928.0,445.3,3745.0,5203.2,2602.6,4461.6,2080.6,526.0,1207726.0,1193058.0,237096.421429,236045.737965,473142.159394,262450.718677,265888.790917,528339.509594,61447.0,636342.159394,1078232.668988,1066779.668988,1478083.0,0.778536,0.952817,24.0,44.0,68.0,1551277.541016,2648.0,1434.0,6398.0,2864.0,2004.0,11444.0,12240.0,13808.0,2761.0,13148.0,6819.0,6344.0,4133.0,9899.0,2121.0,3445.0,4350.0,1968.0,3197.0,1841.0,8349.0,2776.0,13875.0,9641.0,2184.0,15093.0,23495.0,14096.0,11981.0,12108.0,847.0,2344.0,1058.0,7432.0,1193058.0,1551277.541016,2027.0,2713.0,5557.0,3362.0,1659.0,10882.0,13151.0,12205.0,2473.0,11517.0,7047.0,7171.0,4733.0,13152.0,2096.0,3010.0,3751.0,2610.0,3923.0,2066.0,8809.0,3267.0,12490.0,9735.0,2042.0,16529.0,21126.0,13105.0,12824.0,11156.0,1074.0,2261.0,841.0,7046.0,1193058.0,1551277.541016
sub-D0062,3934.3,5789.9,2176.3,4135.0,1480.7,423.3,4025.0,5972.8,2257.4,4342.0,1767.6,538.8,1104481.0,1076963.0,227292.361906,225277.252306,452569.614212,208874.27014,206717.383462,415591.653603,60347.0,626917.614212,955626.267815,932162.267815,1371875.0,0.76552,0.950852,16.0,11.0,27.0,1442785.504289,2204.0,2559.0,4865.0,2710.0,2221.0,9412.0,11480.0,11204.0,3218.0,10151.0,9075.0,7457.0,5626.0,10347.0,2550.0,3259.0,4866.0,2784.0,4262.0,1623.0,6459.0,3810.0,12448.0,9616.0,2780.0,14455.0,20730.0,11775.0,10888.0,11694.0,1139.0,2439.0,970.0,7360.0,1076963.0,1442785.504289,1807.0,1661.0,5331.0,2858.0,2617.0,9300.0,13762.0,10935.0,2198.0,11608.0,8201.0,8030.0,5325.0,10593.0,2168.0,3619.0,3301.0,2975.0,5174.0,1817.0,7612.0,2986.0,11981.0,9436.0,1725.0,15385.0,21586.0,12506.0,10111.0,8656.0,1082.0,2547.0,666.0,6436.0,1076963.0,1442785.504289
sub-D0063,3042.1,5563.5,2257.2,4688.8,1887.0,472.3,3143.4,6005.7,2327.5,5168.9,2030.8,685.0,1299837.0,1286879.0,245956.564681,248993.854716,494950.419396,293239.144384,284959.624084,578198.768468,64105.0,672012.419396,1151208.187865,1141255.187865,1556560.0,0.761005,0.911306,36.0,51.0,87.0,1708053.328185,2058.0,2018.0,7375.0,3378.0,2463.0,7398.0,13788.0,13719.0,3121.0,12964.0,7374.0,6424.0,4877.0,12179.0,2256.0,3978.0,4751.0,2210.0,3216.0,2091.0,8360.0,3718.0,12496.0,11921.0,2943.0,15097.0,24325.0,13906.0,11852.0,13088.0,862.0,2526.0,1145.0,7189.0,1286879.0,1708053.328185,2979.0,1160.0,8532.0,3280.0,1955.0,8979.0,15883.0,13163.0,2444.0,12049.0,7705.0,6907.0,5848.0,12398.0,2163.0,4913.0,4551.0,2660.0,4024.0,2357.0,9286.0,2991.0,12632.0,11976.0,1799.0,13160.0,24388.0,14071.0,11744.0,12743.0,941.0,2514.0,828.0,7452.0,1286879.0,1708053.328185
sub-D0064,3899.3,5517.5,2101.9,4476.7,1879.8,358.6,3971.5,5827.1,1894.9,4720.7,1985.9,487.7,1167966.0,1147600.0,251064.244953,254744.951053,505809.196006,216410.5,218063.5,434474.0,64780.0,683705.196006,1024233.0,1003867.0,1570689.0,0.767537,1.032189,19.0,17.0,36.0,1521707.427188,1926.0,2178.0,6583.0,3628.0,2023.0,9554.0,13227.0,14909.0,2526.0,11933.0,8122.0,6289.0,5552.0,10277.0,2565.0,4079.0,3615.0,2397.0,3450.0,1950.0,9321.0,2947.0,13604.0,10380.0,3389.0,16715.0,25763.0,12840.0,13040.0,12325.0,1365.0,3121.0,1231.0,8068.0,1147600.0,1521707.427188,1943.0,2939.0,7397.0,3246.0,1647.0,8875.0,17714.0,12215.0,2631.0,11928.0,8322.0,6281.0,5879.0,12102.0,2092.0,4244.0,4096.0,3138.0,4545.0,1857.0,9133.0,3787.0,15256.0,9747.0,2091.0,16734.0,22758.0,14921.0,13552.0,9977.0,1674.0,2899.0,872.0,8270.0,1147600.0,1521707.427188
sub-D0065,3528.3,5243.6,2149.2,3992.7,1705.6,324.3,3472.8,5257.4,2053.5,3822.2,1706.8,524.7,1163947.0,1151530.0,242875.153482,248058.317095,490933.470577,219248.631904,220798.433909,440047.065813,59476.0,677777.470577,1001970.53639,993278.53639,1424850.0,0.818404,1.001852,41.0,51.0,92.0,1422216.371835,2248.0,1640.0,7846.0,2863.0,2317.0,10145.0,13068.0,12911.0,2773.0,13374.0,7577.0,6594.0,4375.0,12155.0,1984.0,3523.0,4139.0,2416.0,2760.0,1382.0,10021.0,3757.0,13968.0,10670.0,2344.0,14765.0,23845.0,13648.0,11089.0,11635.0,896.0,2056.0,1050.0,7053.0,1151530.0,1422216.371835,1921.0,1233.0,6412.0,2793.0,1853.0,11536.0,16124.0,10658.0,2621.0,13824.0,7670.0,5660.0,5314.0,12684.0,1992.0,3855.0,4209.0,2869.0,4463.0,1289.0,10913.0,3418.0,13302.0,10625.0,1598.0,17741.0,23752.0,13293.0,11746.0,11376.0,1372.0,2401.0,768.0,7050.0,1151530.0,1422216.371835
sub-D0066,4065.6,4852.6,1894.6,4314.2,1612.9,429.6,3507.1,4864.1,1802.3,4308.4,1760.9,447.5,1102771.0,1085978.0,230711.620479,229033.766584,459745.387063,218528.0,215776.0,434304.0,59596.0,628034.387063,969181.0,952388.0,1501922.0,0.814096,1.10876,10.0,9.0,19.0,1354595.771934,1841.0,1752.0,6703.0,2521.0,1970.0,8534.0,13286.0,12428.0,2090.0,11299.0,6439.0,5382.0,4526.0,10812.0,1989.0,3608.0,4895.0,2113.0,2834.0,1243.0,9527.0,3107.0,14604.0,9036.0,2790.0,15987.0,21943.0,13469.0,11107.0,10995.0,949.0,3222.0,1198.0,6236.0,1085978.0,1354595.771934,2235.0,1659.0,8584.0,2567.0,1772.0,7190.0,15141.0,10394.0,2097.0,10972.0,6591.0,6558.0,5145.0,11446.0,1995.0,3649.0,3745.0,2383.0,3789.0,1551.0,9061.0,3195.0,13462.0,9384.0,1602.0,15256.0,21029.0,13760.0,10974.0,10197.0,1279.0,2909.0,1019.0,6156.0,1085978.0,1354595.771934
sub-D0067,3466.5,5002.2,1966.0,3995.3,1669.5,478.5,3499.8,5342.1,1985.3,3975.2,1889.0,488.9,1042725.0,1033585.0,214237.903618,214241.340437,428479.244055,208765.699738,210396.343306,419162.043044,54933.0,587255.244055,911960.287099,905591.287099,1291705.0,0.760873,0.942553,7.0,30.0,37.0,1370432.139699,2032.0,1594.0,6279.0,2098.0,1566.0,7960.0,11173.0,11103.0,2773.0,9667.0,7322.0,4472.0,4607.0,12124.0,1915.0,3141.0,3879.0,1867.0,2752.0,1552.0,9152.0,3143.0,12032.0,9430.0,2274.0,14670.0,20788.0,11372.0,11681.0,9320.0,794.0,2412.0,910.0,6893.0,1033585.0,1370432.139699,2194.0,2028.0,5656.0,2410.0,2101.0,6497.0,13650.0,12583.0,2148.0,11480.0,7073.0,4833.0,4943.0,12110.0,1885.0,4162.0,3169.0,1925.0,3125.0,1625.0,6964.0,2990.0,12028.0,9287.0,1814.0,13609.0,20242.0,11846.0,10343.0,9523.0,1121.0,2180.0,816.0,6720.0,1033585.0,1370432.139699
sub-D0068,3807.8,5028.1,2081.1,4024.8,1696.6,389.1,3790.0,5156.3,2255.7,4411.2,2023.6,553.4,1165971.0,1139525.0,233698.664258,232929.202656,466627.866914,243369.655848,242623.942361,485993.598209,59303.0,625830.866914,1036935.465123,1015006.465123,1397458.0,0.787686,0.94407,15.0,11.0,26.0,1480248.636269,2187.0,1428.0,5587.0,2788.0,2294.0,8793.0,10817.0,10139.0,2896.0,12521.0,7472.0,6294.0,4990.0,10896.0,2192.0,4054.0,5123.0,2572.0,3912.0,1790.0,8396.0,3324.0,13344.0,10621.0,2540.0,14653.0,22133.0,13504.0,12488.0,11624.0,912.0,2599.0,1224.0,8094.0,1139525.0,1480248.636269,2132.0,2441.0,6344.0,3110.0,2114.0,10353.0,14935.0,9893.0,2420.0,13083.0,7547.0,5311.0,5515.0,10707.0,2341.0,3744.0,3575.0,2564.0,4160.0,2223.0,9255.0,3448.0,13826.0,10812.0,2227.0,14284.0,20646.0,11686.0,11716.0,9253.0,868.0,2682.0,1068.0,7194.0,1139525.0,1480248.636269
sub-D0069,3537.5,4517.4,1884.7,4706.5,1782.3,330.9,3490.1,4619.7,2029.1,4742.6,1827.5,464.4,1158073.0,1145696.0,237438.451948,237806.227664,475244.679612,236687.949689,238967.071479,475655.021168,58742.0,641441.679612,1021130.700781,1012551.700781,1446619.0,0.770943,0.963031,20.0,15.0,35.0,1502151.676763,2032.0,1235.0,6643.0,2913.0,2071.0,10334.0,12152.0,10913.0,2726.0,12715.0,7715.0,6816.0,4807.0,11425.0,2008.0,3498.0,4770.0,2570.0,3026.0,1970.0,9424.0,2712.0,14528.0,10707.0,2881.0,15945.0,21602.0,14173.0,11003.0,10359.0,873.0,2915.0,941.0,6751.0,1145696.0,1502151.676763,2372.0,1948.0,6665.0,3625.0,2567.0,9860.0,14636.0,12876.0,2872.0,12188.0,7474.0,6910.0,5309.0,12094.0,2133.0,3016.0,4239.0,2901.0,4555.0,2510.0,8340.0,3210.0,12617.0,10417.0,1752.0,15958.0,20708.0,12670.0,10158.0,9432.0,877.0,2703.0,1184.0,7822.0,1145696.0,1502151.676763
